50271243559124992	183515	Retailing
50271243559124992	7529378	Facebook
50283529585688576	232495	Motivation
50283529585688576	189037	Physical exercise
50283529585688576	8841749	IPhone
50287390081826816	16810425	Shazam (service)
50287390081826816	53231	Discovery (observation)
50287390081826816	18839	Music
50287390081826816	7529378	Facebook
50291346082242560	7529378	Facebook
50291346082242560	18950900	Brand
50291346082242560	399630	Posting style
50295013007040512	1092923	Google
50295013007040512	23273	Patent
50295013007040512	3848756	Google logo
50295013007040512	27281237	List of Google Doodles
50299763492532224	9738	Email
50305320530087936	173070	The Wall Street Journal
50305320530087936	25970423	IPad
50305320530087936	19417927	Profit (accounting)
50305320530087936	856	Apple Inc.
50306331365736448	-2	-
50308087302733824	18950900	Brand
50308087302733824	1890505	The Huffington Post
50308087302733824	20769	Mergers and acquisitions
50308087302733824	1397	AOL
50310671144976384	15185373	Facebook Platform
50310671144976384	33898	Website
50310671144976384	175502	How-to
50310671144976384	7529378	Facebook
50314953617440768	19219680	Marketing buzz
50314953617440768	5309	Computer software
50314953617440768	39206	Business
50314953617440768	22396613	Pop-up retail
7168563521527808	14931652	Amazon MP3
7168563521527808	26475979	Infinite Arms
7168563521527808	504897	Coupon
7168563521527808	21445	November
7466981229854720	-2	-
7467898998104065	364338	Respect
7467898998104065	850663	Trust (social sciences)
7467898998104065	5604201	Pratibha Patil
7467898998104065	14533	India
7467898998104065	30067	Tradition
7467898998104065	17626	Trade union
7467898998104065	69328	United Arab Emirates
7816186347655168	-2	-
7816821830848512	17157119	Friendship
7816821830848512	12153654	Elizabeth II
7816821830848512	14850094	Goal
7816821830848512	69328	United Arab Emirates
7816821830848512	82533	International relations
9588888452464640	211583	Dubai
9588888452464640	6639133	Economy
9588888452464640	32441	Video
9588888452464640	7529378	Facebook
9589508966187008	-2	-
9896608430821376	-2	-
9897066125852672	76176	Pride
9897066125852672	23995	Party
9897066125852672	381050	National Day
